ID,assignment,country,year
LN713596,Cosmopolitan Vac,-,2015
LN713597,Cosmopolitan Vac,-,2015
LN713598,Cosmopolitan Vac,-,2015
LN713599,Cosmopolitan Vac,-,2015
LN713600,Cosmopolitan Vac,-,2015
LN713601,Cosmopolitan Vac,-,2015
LN713602,Cosmopolitan Vac,-,2015
LN713603,Cosmopolitan Vac,-,2015
LN713604,Cosmopolitan Vac,-,2015
LN713605,Cosmopolitan Vac,-,2015
LN713606,Cosmopolitan Vac,-,2015
LN713607,Cosmopolitan Vac,-,2015
LN713608,Cosmopolitan Vac,-,2015
LN713609,Cosmopolitan Vac,-,2015
LN713610,Cosmopolitan Vac,-,2015
LN713611,Cosmopolitan Vac,-,2015
LN713612,Cosmopolitan Vac,-,2015
LN713613,Cosmopolitan Vac,-,2015
LN713614,Cosmopolitan Vac,-,2015
LN713615,Cosmopolitan Vac,-,2015
LN713616,Cosmopolitan Vac,-,2015
LN713617,Cosmopolitan Vac,-,2015
LN713618,Cosmopolitan Vac,-,2015
LN713619,Cosmopolitan Vac,-,2015
LN713620,Cosmopolitan Vac,-,2015
LN713621,Cosmopolitan Vac,-,2015
LN713622,Cosmopolitan Vac,-,2015
LN713623,Cosmopolitan Vac,-,2015
LN713624,Cosmopolitan Vac,-,2015
LN713625,Cosmopolitan Vac,-,2015
LN713626,Cosmopolitan Vac,-,2015
LN713627,Cosmopolitan Vac,-,2015
LN713628,Cosmopolitan Vac,-,2015
LN713629,Cosmopolitan Vac,-,2015
LN713630,Cosmopolitan Vac,-,2015
LN713631,Cosmopolitan Vac,-,2015
LN713632,Cosmopolitan Vac,-,2015
LN713633,Cosmopolitan Vac,-,2015
LN713634,Cosmopolitan Vac,-,2015
LN713635,Cosmopolitan Vac,-,2015
LN713636,Cosmopolitan Vac,-,2015
LN713637,Cosmopolitan Vac,-,2015
LN713638,Cosmopolitan Vac,-,2015
LN713639,Cosmopolitan Vac,-,2015
LN713640,Cosmopolitan Vac,-,2015
LN713641,Cosmopolitan Vac,-,2015
LN713642,Cosmopolitan Vac,-,2015
LN713643,Cosmopolitan Vac,-,2015
LN713644,Cosmopolitan Vac,-,2015
LN713645,Cosmopolitan Vac,-,2015
LN713646,Cosmopolitan Vac,-,2015
LN713647,Cosmopolitan Vac,-,2015
LN713648,Cosmopolitan Vac,-,2015
LN713649,Cosmopolitan Vac,-,2015
LN713650,Cosmopolitan Vac,-,2015
LN713651,Cosmopolitan Vac,-,2015
LN713652,Cosmopolitan Vac,-,2015
LN713653,Cosmopolitan Vac,-,2015
LN713654,Cosmopolitan Vac,-,2015
LN713655,Cosmopolitan Vac,-,2015
LN713656,Cosmopolitan Vac,-,2015
LN713657,Cosmopolitan Vac,-,2015
LN713658,Cosmopolitan Vac,-,2015
LN713659,Cosmopolitan Vac,-,2015
LN713660,Cosmopolitan Vac,-,2015
LN713661,Cosmopolitan Vac,-,2015
LN713662,Cosmopolitan Vac,-,2015
LN713663,Cosmopolitan Vac,-,2015
LN713664,Cosmopolitan Vac,-,2015
LN713665,Cosmopolitan Vac,-,2015
LN713666,Cosmopolitan Vac,-,2015
LN713667,Cosmopolitan Vac,-,2015
LN713668,Cosmopolitan Vac,-,2015
LN713669,Cosmopolitan Vac,-,2015
LN713670,Cosmopolitan Vac,-,2015
LR812025,Cosmopolitan Vac,-,2020
LR812027,Cosmopolitan Vac,-,2020
LR812028,Cosmopolitan Vac,-,2020
LR812029,Cosmopolitan Vac,Austria,2020
LR812030,Cosmopolitan Vac,Austria,2020
LR812031,Cosmopolitan Vac,China,2020
LR812032,Cosmopolitan Vac,China,2020
LR812033,Cosmopolitan Vac,China,2020
LR812034,Cosmopolitan Vac,China,2020
LT909527,Cosmopolitan Vac,China,2018
LT909549,Cosmopolitan Vac,China,2018
LT993233,Cosmopolitan Vac,China,2018
LT993234,Cosmopolitan Vac,China,2018
LT993235,Cosmopolitan Vac,China,2018
LT993236,Cosmopolitan Vac,China,2018
LT993237,Cosmopolitan Vac,China,2018
LT993238,Cosmopolitan Vac,China,2018
LT993239,Cosmopolitan Vac,Czechia,2018
LT993240,Cosmopolitan Vac,Czechia,2018
LT993241,Cosmopolitan Vac,Czechia,2018
LT993242,Cosmopolitan Vac,France,2018
LT993243,Cosmopolitan Vac,Germany,2018
LT993244,Cosmopolitan Vac,Germany,2018
LT993245,Cosmopolitan Vac,Germany,2018
LT993246,Cosmopolitan Vac,Germany,2018
M13215,Cosmopolitan Vac,Germany,1993
M31046,Cosmopolitan Vac,Hungary,1993
MF630920,Cosmopolitan Vac,Mexico,2016
MH660455,Cosmopolitan Vac,Mexico,2017
MK111075,Cosmopolitan Vac,Mexico,2015
MK111076,Cosmopolitan Vac,Mexico,2019
MK111077,Cosmopolitan Vac,Mexico,2019
MK111078,Cosmopolitan Vac,Mexico,2019
MK111079,Cosmopolitan Vac,Morocco,2019
MK111080,Cosmopolitan Vac,Nepal,2019
MK420470,Cosmopolitan Vac,Russia,2019
NC_001542,Cosmopolitan Vac,Slovenia,1993
