ID,N,gap,Length_before,Length_after,Year,cluster,previous,Country
AF351861,0,0,1353,1353,2001,Bats EF-E2_A1,Bats EF-E2,-
AF351862,0,0,1353,1353,2001,Bats EF-E2_A1.2,Bats EF-E2,-
AF352641,0,3,1353,1350,1990,Bats LN_A1,Bats LN,Canada
AF352642,0,3,1353,1350,1994,Bats LN_A1,Bats LN,Canada
AF352650,0,3,1353,1350,1989,Bats EF-W2_A1,Bats EF-W2,Canada
AF352651,0,3,1353,1350,1991,Bats MYsp_A1,Bats MYsp,Canada
AF352652,0,3,1353,1350,1991,Bats MYsp_A1.3.1,Bats MYsp,Canada
AF394868,0,0,1353,1353,2002,Bat_B1,Bats,United States
AF394871,0,0,1353,1353,2002,Bat_B1,Bats MYsp,United States
AF394873,0,0,1353,1353,2002,Bat_D1,Bats MYsp,United States
AF394874,0,0,1353,1353,2002,Bat_D1,Bats MYsp,United States
AF394875,0,0,1353,1353,2002,Bats TB1_A1.1,Bats TB1,United States
AF394876,0,0,1353,1353,2002,Bats TB1_A1.1,Bats TB1,United States
AF394879,0,0,1353,1353,2002,Bats LN_A1,Bats LN,United States
AF394880,0,0,1353,1353,2002,Bats LN_A1,Bats LN,United States
AF394883,0,0,1353,1353,2002,Bats LC_A1,Bats LC,United States
AF394884,0,0,1353,1353,2002,Bats LC_A1,Bats LC,United States
AF394887,0,0,1353,1353,2002,Bats EF-W2_A1.1,Bats EF-W2,United States
AF394888,0,0,1353,1353,2002,Bats EF-W1_A1,Bats EF-W1,United States
AY039224,0,0,1353,1353,2002,Bats LB2_A1,Bats LB2,United States
AY039226,0,0,1353,1353,2002,Bats EF-E1_A1,Bats EF-E1,United States
AY039227,0,0,1353,1353,2002,Bats EF-E2_A1,Bats EF-E2,United States
AY039228,0,0,1353,1353,2002,Bats EF-E2_A1.2,Bats EF-E2,United States
AY170397,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY170398,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY170399,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY170400,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170401,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170402,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170403,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170404,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170405,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170406,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170407,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170408,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170409,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170410,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170411,0,0,1353,1353,2003,Bats EF-W1_A1.2,Bats EF-W1,United States
AY170412,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY170413,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY170414,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY170415,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY170416,0,0,1353,1353,2003,Bats EF-W1_A1,Bats EF-W1,United States
AY705373,0,1,NA,NA,2004,Bat_C1,Bats PS,-
AY854587,0,0,1353,1353,2005,Bats DR_A1,Bats DR,Mexico
AY854588,0,0,1353,1353,2005,Bats TB1_A1.1,Bats TB1,Mexico
AY854592,0,0,1353,1353,2005,Bats DR_A1.2,Bats DR,Mexico
AY854594,0,0,1353,1353,2005,Bats DR_A1.2,Bats DR,Mexico
AY854595,2,0,1353,1351,2005,Bats DR_A1.2,Bats DR,Mexico
AY877435,0,0,1353,1353,2005,Bats DR_A1.2,Bats DR,-
EF363727,0,34,1353,1319,2007,Bats DR_A1.1.10,Bats DR,Ecuador
EF363728,0,34,1353,1319,2007,Bats DR_A1.1.10,Bats DR,Ecuador
EF363732,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363733,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363734,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363736,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363737,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363739,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363741,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363745,0,34,1353,1319,2007,Bats DR_A1.1.1,Bats DR,Brazil
EF363749,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363750,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363751,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363752,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363753,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363754,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363755,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363756,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF363757,0,34,1353,1319,2007,Bats DR_A1.1.12,Bats DR,Brazil
EF428576,0,30,1353,1323,2007,Bats DR_H1,Bats DR,Brazil
EF428577,0,30,1353,1323,2007,Bats DR_H1,Bats DR,Brazil
EF428578,0,30,1353,1323,2007,Bats DR_H1,Bats DR,Brazil
EF428579,0,30,1353,1323,2007,Bats DR_H1,Bats DR,Brazil
EF428580,0,30,1353,1323,2007,Bats DR_H1,Bats DR,Brazil
EF428581,0,30,1353,1323,2007,Bats DR_H1,Bats DR,Brazil
EF428582,0,30,1353,1323,2007,Bats DR_H1,Bats DR,Brazil
EU293113,0,24,NA,NA,1990,Bat_B1.1,Bats DR,Guyana
EU293116,0,0,NA,NA,1997,Bat_B1,Bats TB2,Argentina
EU981917,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981918,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981919,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981921,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981922,0,36,1353,1317,2008,Bats_A1,Bats,Uruguay
EU981923,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981925,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981926,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981927,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981928,0,35,1353,1318,2008,Bats DR_A1.1.2,Bats DR,Uruguay
EU981930,0,35,1353,1318,2007,Bats DR_A1.1.2,Bats DR,Uruguay
EU981931,0,35,1353,1318,2007,Bats DR_A1.1.2,Bats DR,Uruguay
FJ228486,0,3,1353,1350,2007,Bats TB1_A1.1,Bats TB1,United States
FJ228487,0,3,1353,1350,2006,Bats TB1_A1.1,Bats TB1,United States
FJ228488,0,3,1353,1350,2004,Bats DR_A1.2.1,Bats DR,Mexico
FJ228490,0,3,1353,1350,2003,Bats DR_A1.2,Bats DR,Mexico
FJ649043,0,33,1353,1320,2009,Bats DR_A1.1.11,Bats DR,Brazil
FJ649044,0,33,1353,1320,2009,Bats DR_A1.1.11,Bats DR,Brazil
FJ649046,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
FJ649047,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649049,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649051,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649054,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649055,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649056,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649057,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649058,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649059,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
FJ649060,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649061,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649062,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
FJ649063,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649064,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
FJ649065,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649067,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649068,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649069,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649070,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649071,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649073,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649074,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
FJ649075,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
FJ649076,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649077,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649078,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649079,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
FJ649080,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649081,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649082,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649083,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649084,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649085,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649086,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649087,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649088,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649089,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649091,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649092,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649093,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649094,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649095,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649096,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649097,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649098,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649099,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649100,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649101,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649102,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649103,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649104,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649105,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649106,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649107,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649108,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649109,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649110,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649111,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649112,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649113,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649114,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649115,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649116,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649117,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649118,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649119,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649120,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649121,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649122,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649123,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649124,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649125,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649126,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649127,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649128,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649129,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649130,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649131,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649132,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649133,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649134,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649135,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649136,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649137,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649138,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649139,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649140,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649141,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649142,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649143,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649144,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649145,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649146,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649147,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649148,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649149,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649150,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649151,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649152,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649153,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649154,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649155,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649156,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649157,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649158,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649159,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649160,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649161,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649162,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649163,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649164,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649165,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649166,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649167,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649168,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649169,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649170,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649171,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649172,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649175,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649176,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649177,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649178,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649179,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649180,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649181,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649182,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649183,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649184,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649185,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
FJ649186,0,35,1353,1318,2009,Bats DR_A1.1,Bats DR,Brazil
GQ160910,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
GQ160912,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
GQ160914,0,33,1353,1320,2009,Bats DR_A1.1.13,Bats DR,Brazil
GQ160915,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
GQ160916,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
GQ160918,0,33,1353,1320,2009,Bats DR_A1.1.8,Bats DR,Brazil
GQ160919,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
GQ160920,0,33,1353,1320,2009,Bats DR_A1.1,Bats DR,Brazil
