"ID","alignment.name","assignment","sequence.m49_country.id","country","sequence.gb_place_sampled","sequence.collection_year","sequence.earliest_collection_year","year","sequence.gb_length","sequence.gb_create_date","sequence.gb_update_date","sequence.host","sequence.gb_pubmed_id","sequence.isolate"
"EU478504","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Felis catus","-","43BF"
"EU478505","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","45BF"
"EU478506","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","46BF"
"EU478507","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","57BF"
"EU478508","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","69BF"
"EU478509","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","82BF"
"EU478510","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","104BF"
"EU478511","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","105BF"
"EU478512","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","112BF"
"EU478513","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","114BF"
"EU478514","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","138BF"
"EU478515","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","139BF"
"EU478516","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","141BF"
"EU478517","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","143BF"
"EU478518","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","49BF"
"EU478519","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","87BF"
"EU478520","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","94BF"
"EU478521","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","95BF"
"EU478522","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","96BF"
"EU478523","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","132BF"
"EU478524","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","-","142BF"
"EU514571","AL_Africa-2","Africa-2","NER","Niger","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","246NIG/07"
"EU514572","AL_Africa-2","Africa-2","NER","Niger","-","2007","2007",2007,1353,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","247NIG/07"
"EU514573","AL_Africa-2","Africa-2","NER","Niger","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","251NIG/07"
"EU514574","AL_Africa-2","Africa-2","NER","Niger","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","252NIG/07"
"EU514575","AL_Africa-2","Africa-2","MRT","Mauritania","-","2005","2005",2005,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","1920MAU/05"
"EU514576","AL_Africa-2","Africa-2","MRT","Mauritania","-","2005","2005",2005,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","1922MAU/05"
"EU514577","AL_Africa-2","Africa-2","MRT","Mauritania","-","2005","2005",2005,1353,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","1923MAU/05"
"EU514578","AL_Africa-2","Africa-2","MRT","Mauritania","-","2006","2006",2006,1353,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","1929MAU/06"
"EU514579","AL_Africa-2","Africa-2","MRT","Mauritania","-","2006","2006",2006,1353,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","1941MAU/06"
"EU514580","AL_Africa-2","Africa-2","MRT","Mauritania","-","2006","2006",2006,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","2019MAU/06"
"EU514581","AL_Africa-2","Africa-2","MRT","Mauritania","-","2007","2007",2007,1350,"28-Feb-09","25-Jul-16","Canis familiaris","19264663","2049MAU/07"
"EU718735","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_44_20A"
"EU718736","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_41_198"
"EU718737","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_40_197"
"EU718738","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_39_196"
"EU718739","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Felis catus","18365035","Chad_38_195cat"
"EU718740","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_36_193"
"EU718741","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_35_192"
"EU718742","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_34_191"
"EU718743","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_31_188"
"EU718744","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_28_185"
"EU718745","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_27B_184"
"EU718746","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_27_184"
"EU718747","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_26_183"
"EU718748","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_20_177"
"EU718749","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_17_174"
"EU718750","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_15_172"
"EU718751","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_12_169"
"EU718752","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_11_168"
"EU718753","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_9_166"
"EU718754","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_8_165"
"EU718755","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_5_162"
"EU718756","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_4_161"
"EU718757","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_3_160"
"EU718758","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_1_158"
"EU718759","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_71_164"
"EU718760","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_10_167"
"EU718761","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_29_186"
"EU718762","AL_Africa-2","Africa-2","TCD","Chad","-","-","2005",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_33_190"
"EU718763","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad_42_199"
"EU718764","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_74"
"EU718766","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_71"
"EU718767","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_70"
"EU718768","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_69"
"EU718769","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_65"
"EU718770","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_62"
"EU718771","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_60"
"EU718772","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_59"
"EU718773","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_58"
"EU718774","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_56"
"EU718775","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_55"
"EU718776","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_54"
"EU718777","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_53"
"EU718778","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_52"
"EU718779","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_51"
"EU718780","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_50"
"EU718781","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_49"
"EU718782","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_46"
"EU718783","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_45"
"EU718784","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_44"
"EU718785","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_43"
"EU718786","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_42"
"EU718787","AL_Africa-2","Africa-2","TCD","Chad","-","2006","2006",2006,1350,"08-Jun-08","25-Jul-16","Canis familiaris","18365035","Chad2006_68"
"EU827268","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","19BF/2007"
"EU827269","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","20BF/2007"
"EU827270","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","21BF/2007"
"EU827271","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","37BF/2007"
"EU827272","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","70BF/2007"
"EU827273","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","124BF/2007"
"EU827274","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","137BF/2007"
"EU827275","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","2007","2007",2007,1350,"12-Mar-09","25-Jul-16","Canis familiaris","19264663","144BF/2007"
"EU853591","AL_Africa-2","Africa-2","GMB","Gambia","-","2008","2008",2008,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","08561GMB"
"EU853592","AL_Africa-2","Africa-2","SEN","Senegal","-","2005","2005",2005,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07023SEN"
"EU853593","AL_Africa-2","Africa-2","GIN","Guinea","-","1986","1986",1986,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8659GUI"
"EU853594","AL_Africa-2","Africa-2","GIN","Guinea","-","1993","1993",1993,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9361GUI"
"EU853595","AL_Africa-2","Africa-2","SLE","Sierra Leone","-","1997","1997",1997,1353,"23-Mar-09","23-Mar-09","Felis catus","19264663","07208SL"
"EU853596","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07211MAL"
"EU853597","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07221MAL"
"EU853598","AL_Africa-2","Africa-2","MLI","Mali","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07235MAL"
"EU853599","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07225MAL"
"EU853600","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07217MAL"
"EU853601","AL_Africa-2","Africa-2","MLI","Mali","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07238MAL"
"EU853602","AL_Africa-2","Africa-2","MLI","Mali","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07233MAL"
"EU853603","AL_Africa-2","Africa-2","-","-","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07213MAL"
"EU853604","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07220MAL"
"EU853605","AL_Africa-2","Africa-2","MLI","Mali","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07232MAL"
"EU853606","AL_Africa-2","Africa-2","MRT","Mauritania","-","1993","1993",1993,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9311MAU"
"EU853607","AL_Africa-2","Africa-2","MRT","Mauritania","-","1991","1991",1991,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9131MAU"
"EU853608","AL_Africa-2","Africa-2","MRT","Mauritania","-","1991","1991",1991,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9132MAU"
"EU853609","AL_Africa-2","Africa-2","MRT","Mauritania","-","1993","1993",1993,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9312MAU"
"EU853610","AL_Africa-2","Africa-2","MRT","Mauritania","-","1993","1993",1993,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9314MAU"
"EU853611","AL_Africa-2","Africa-2","MRT","Mauritania","-","1994","1994",1994,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9421MAU"
"EU853612","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07214MAL"
"EU853613","AL_Africa-2","Africa-2","MRT","Mauritania","-","1992","1992",1992,1353,"23-Mar-09","23-Mar-09","Equus asinus","19264663","9133MAU"
"EU853614","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","1986","1986",1986,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8636HAV"
"EU853615","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07059IC"
"EU853616","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","1989","1989",1989,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8911IC"
"EU853617","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","1989","1989",1989,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8912IC"
"EU853618","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","1992","1992",1992,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9237IC"
"EU853619","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","1992","1992",1992,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9238IC"
"EU853620","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07222MAL"
"EU853621","AL_Africa-2","Africa-2","CIV","Côte d'Ivoire","-","1989","1989",1989,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8913IC"
"EU853622","AL_Africa-2","Africa-2","MLI","Mali","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07227MAL"
"EU853623","AL_Africa-2","Africa-2","MLI","Mali","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07226MAL"
"EU853624","AL_Africa-2","Africa-2","MRT","Mauritania","-","1991","1991",1991,1353,"23-Mar-09","23-Mar-09","dromadery","19264663","9120MAU"
"EU853625","AL_Africa-2","Africa-2","SEN","Senegal","-","1995","1995",1995,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07197SEN"
"EU853626","AL_Africa-2","Africa-2","SEN","Senegal","-","1997","1997",1997,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07207SEN"
"EU853627","AL_Africa-2","Africa-2","SEN","Senegal","-","2002","2002",2002,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07020SEN"
"EU853628","AL_Africa-2","Africa-2","SEN","Senegal","-","2007","2007",2007,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07209SEN"
"EU853629","AL_Africa-2","Africa-2","SEN","Senegal","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Felis catus","19264663","07017SEN"
"EU853630","AL_Africa-2","Africa-2","SEN","Senegal","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07027SEN"
"EU853631","AL_Africa-2","Africa-2","SEN","Senegal","-","2005","2005",2005,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07024SEN"
"EU853632","AL_Africa-2","Africa-2","SEN","Senegal","-","2005","2005",2005,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07022SEN"
"EU853633","AL_Africa-2","Africa-2","SEN","Senegal","-","2004","2004",2004,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07011SEN"
"EU853634","AL_Africa-2","Africa-2","SEN","Senegal","-","2004","2004",2004,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07014SEN"
"EU853635","AL_Africa-2","Africa-2","SEN","Senegal","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07028SEN"
"EU853636","AL_Africa-2","Africa-2","SEN","Senegal","-","2006","2006",2006,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07029SEN"
"EU853637","AL_Africa-2","Africa-2","SEN","Senegal","-","2003","2003",2003,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07008SEN"
"EU853638","AL_Africa-2","Africa-2","SEN","Senegal","-","1995","1995",1995,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07018SEN"
"EU853639","AL_Africa-2","Africa-2","SEN","Senegal","-","2004","2004",2004,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07021SEN"
"EU853640","AL_Africa-2","Africa-2","SEN","Senegal","-","1996","1996",1996,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07019SEN"
"EU853641","AL_Africa-2","Africa-2","SEN","Senegal","-","1991","1991",1991,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9303SEN"
"EU853642","AL_Africa-2","Africa-2","MRT","Mauritania","-","1991","1991",1991,1353,"23-Mar-09","23-Mar-09","Capra hircus","19264663","9136MAU"
"EU853643","AL_Africa-2","Africa-2","SEN","Senegal","-","2003","2003",2003,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","07009SEN"
"EU853644","AL_Africa-2","Africa-2","SEN","Senegal","-","2001","2001",2001,1353,"23-Mar-09","23-Mar-09","Homo sapiens","19264663","02025SEN"
"EU853645","AL_Africa-2","Africa-2","BFA","Burkina Faso","-","1995","1995",1995,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9547HAV"
"EU853646","AL_Africa-2","Africa-2","NER","Niger","-","1990","1990",1990,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9009NIG"
"EU853647","AL_Africa-2","Africa-2","NER","Niger","-","1990","1990",1990,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9010NIG"
"EU853648","AL_Africa-2","Africa-2","NER","Niger","-","1990","1990",1990,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9011NIG"
"EU853649","AL_Africa-2","Africa-2","NER","Niger","-","1990","1990",1990,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9013NIG"
"EU853650","AL_Africa-2","Africa-2","NER","Niger","-","1987","1987",1987,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8718NIG"
"EU853651","AL_Africa-2","Africa-2","CAF","Central African Republic","-","2004","2004",2004,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","07149RCA"
"EU853652","AL_Africa-2","Africa-2","TCD","Chad","-","1990","1990",1990,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9021TCH"
"EU853653","AL_Africa-2","Africa-2","TCD","Chad","-","1996","1996",1996,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9609TCH"
"EU853654","AL_Africa-2","Africa-2","NER","Niger","-","1990","1990",1990,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","9014NIG"
"EU853655","AL_Africa-2","Africa-2","TCD","Chad","-","1987","1987",1987,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8732TCH"
"EU853656","AL_Africa-2","Africa-2","TCD","Chad","-","1987","1987",1987,1353,"23-Mar-09","23-Mar-09","Canis familiaris","19264663","8731TCH"
