"ID","cluster"
"LT909538","Cosmopolitan NEE_A1.2"
"KX148148","Cosmopolitan NEE_A1.2"
"MK598374","Cosmopolitan NEE_B1"
"MK598379","Cosmopolitan NEE_B1"
"MK598372","Cosmopolitan NEE_B1"
"MK598366","Cosmopolitan NEE_B1"
"MK598387","Cosmopolitan NEE_C1"
"MK598395","Cosmopolitan NEE_C1"
"MK598389","Cosmopolitan NEE_C1"
"KX148126","Cosmopolitan WE_A1"
"KX148130","Cosmopolitan WE_A1"
"KX148129","Cosmopolitan WE_A1"
"MF143324","RAC-SK_A1"
"KY026417","RAC-SK_A1"
"KY026416","RAC-SK_A1"
"KY026424","RAC-SK_A1"
"MF143326","RAC-SK_A1.1"
"MK540770","RAC-SK_A1.1"
"MF143332","RAC-SK_A1.1"
"MK540749","RAC-SK_A1.1.1"
"MF143301","RAC-SK_A1.1.1"
"MK540794","RAC-SK_A1.2"
"MF143308","RAC-SK_A1.2"
"MF143277","RAC-SK_A1.2"
"KY026462","RAC-SK_A2"
"KY026464","RAC-SK_A2"
"KY026466","RAC-SK_A2"
"KY026467","RAC-SK_A2"
"MN418176","RAC-SK_B1"
"MK540763","RAC-SK_B1"
"MK540675","RAC-SK_B1"
"JQ685929","RAC-SK_B1.1"
"JQ685968","RAC-SK_B1.1"
"JQ685954","RAC-SK_B1.1"
"JQ685938","RAC-SK_B1.1"
"MN418142","RAC-SK_B1.1.1"
"MN418149","RAC-SK_B1.1.1"
"MK540886","RAC-SK_B1.1.1"
"MN418173","RAC-SK_B1.1.2"
"MN418150","RAC-SK_B1.1.2"
"MG562520","RAC-SK_B1.1.2"
"MF143311","RAC-SK_B1.2"
"MF143313","RAC-SK_B1.2"
"MF143318","RAC-SK_B1.2"
"MK540795","RAC-SK_B1.2.1"
"MF143315","RAC-SK_B1.2.1"
"MF143316","RAC-SK_B1.2.1"
"MF143327","RAC-SK_C1"
"MK540734","RAC-SK_C1"
"MK540726","RAC-SK_C1"
"MK540778","RAC-SK_C1.1"
"MF143330","RAC-SK_C1.1"
"MF143331","RAC-SK_C1.1"
"MK540758","RAC-SK_C1.1"
"MK540842","RAC-SK_C1.1.1"
"MK540797","RAC-SK_C1.1.1"
"MK540849","RAC-SK_C1.1.1"
"MK540717","RAC-SK_C1.1.2"
"MK540709","RAC-SK_C1.1.2"
"MK540697","RAC-SK_C1.1.2"
"MK540708","RAC-SK_C1.1.3"
"MN418164","RAC-SK_C1.1.3"
"MK540715","RAC-SK_C1.1.3"
"MG562526","RAC-SK_D1"
"MK540690","RAC-SK_D1"
"MK540731","RAC-SK_D1"
"MK540718","RAC-SK_D1"
"MG562579","RAC-SK_D1.1"
"MG562606","RAC-SK_D1.1"
"MF143279","RAC-SK_D1.1"
"MG562566","RAC-SK_D1.1.1"
"MG562575","RAC-SK_D1.1.1"
"MG562563","RAC-SK_D1.1.2"
"MF143280","RAC-SK_D1.1.2"
"MF143340","RAC-SK_D1.1.3"
"MG562585","RAC-SK_D1.1.3"
"MF143338","RAC-SK_D1.1.3"
"MF143284","RAC-SK_D1.2"
"MG562590","RAC-SK_D1.2"
"MK540704","RAC-SK_D1.2"
"MG562540","RAC-SK_D1.2"
"MK540788","RAC-SK_E1"
"MK540785","RAC-SK_E1"
"MK540747","RAC-SK_E1"
"MK540724","RAC-SK_E1.1"
"MK540769","RAC-SK_E1.1"
"MK540721","RAC-SK_E1.1"
"MG562549","RAC-SK_E1.1.1"
"MK540746","RAC-SK_E1.1.1"
"MK540740","RAC-SK_E1.1.1"
"MN418168","RAC-SK_E1.1.1"
"MN418162","RAC-SK_E1.2"
"MK540793","RAC-SK_E1.2"
"MK540729","RAC-SK_E1.2"
"MF143203","RAC-SK_F1"
"MF143207","RAC-SK_F1"
"MF143192","RAC-SK_F1"
"MF143205","RAC-SK_F1.1"
"MF143206","RAC-SK_F1.1"
"MF143196","RAC-SK_F1.1"
"MF143214","RAC-SK_F1.1"
"MF143194","RAC-SK_F1.1.1"
"MF143219","RAC-SK_F1.1.1"
"MF143221","RAC-SK_F1.1.1"
"MF143199","RAC-SK_F1.1.1"
"MF143401","RAC-SK_G1"
"MF143286","RAC-SK_G1"
"MF143263","RAC-SK_G1"
"MF143353","RAC-SK_G1"
"MF143410","RAC-SK_G1.1"
"MF143411","RAC-SK_G1.1"
"MF143414","RAC-SK_G1.1"
"MF143393","RAC-SK_G1.1"
"MF143372","RAC-SK_G1.2"
"MF143362","RAC-SK_G1.2"
"MF143364","RAC-SK_G1.2"
"MF143337","RAC-SK_G1.3"
"MF143367","RAC-SK_G1.3"
"MF143391","RAC-SK_G1.3"
"MF143399","RAC-SK_G1.3"
"MN418175","RAC-SK_H1"
"MN418146","RAC-SK_H1"
"MG562586","RAC-SK_H1"
"MN418171","RAC-SK_I1"
"MK540787","RAC-SK_I1"
"MK540696","RAC-SK_I1"
"MK540702","RAC-SK_I1"
"MN418153","RAC-SK_I1.1"
"MN418154","RAC-SK_I1.1"
"MK540755","RAC-SK_I1.1"
"MF143239","RAC-SK_J1"
"MF143243","RAC-SK_J1"
"MN418180","RAC-SK_J1"
"MF143242","RAC-SK_J1"
"MF143250","RAC-SK_J1.1"
"MF143253","RAC-SK_J1.1"
"MF143241","RAC-SK_J1.1"
"MF143245","RAC-SK_J1.1"
"MF143208","RAC-SK_K1"
"MF143231","RAC-SK_K1"
"MF143229","RAC-SK_K1"
"MF143228","RAC-SK_K1"
"MK540766","RAC-SK_L1"
"MK540760","RAC-SK_L1"
"MN418151","RAC-SK_L1"
"MN418163","RAC-SK_L1"
"MN418148","RAC-SK_M1"
"MN418179","RAC-SK_M1"
"MG562601","RAC-SK_M1"
"MG562591","RAC-SK_M1"
"MF143406","RAC-SK_N1"
"MG562593","RAC-SK_N1"
"MF143377","RAC-SK_N1"
"MN418144","RAC-SK_O1"
"MK540765","RAC-SK_O1"
"MG562584","RAC-SK_O1"
"MN418158","RAC-SK_P1"
"MK540799","RAC-SK_P1"
"MN418167","RAC-SK_P1"
"MK540759","RAC-SK_P1"
"MK540877","RAC-SK_Q1"
"MK540880","RAC-SK_Q1"
"MK540875","RAC-SK_Q1"
"MK540876","RAC-SK_R1"
"MK540831","RAC-SK_R1"
"MK540834","RAC-SK_R1"
"MK540873","RAC-SK_R1"
"KY026447","RAC-SK_Z1"
"KY026448","RAC-SK_Z1"
"KY026456","RAC-SK_Z1"
"KY026445","RAC-SK_Z1"
"KY026465","RAC-SK_Z1.1"
"KY026476","RAC-SK_Z1.1"
"KY026472","RAC-SK_Z1.1"
"LN713561","Cosmopolitan Vac_A1"
"LN713628","Cosmopolitan Vac_A1"
"LN713583","Cosmopolitan Vac_A1"
"AF499686","Cosmopolitan Vac_A1.1"
"MH660455","Cosmopolitan Vac_A1.1"
"LN713545","Cosmopolitan Vac_A1.1"
"EF206719","Cosmopolitan Vac_A1.1.1"
"LN713666","Cosmopolitan Vac_A1.1.1"
"LN713669","Cosmopolitan Vac_A1.1.1"
"LN713663","Cosmopolitan Vac_A1.1.1"
"LN713569","Cosmopolitan Vac_A1.2"
"LN713560","Cosmopolitan Vac_A1.2"
"LN713558","Cosmopolitan Vac_A1.2"
"LN713603","Cosmopolitan Vac_A1.2"
"LR812027","Vac_A1"
"MF630920","Vac_A1"
"LT993242","Vac_A1"
"CS614408","Vac_A1.1"
"LT993241","Vac_A1.1"
"LR812032","Vac_A1.1"
"EF206707","Vac_A1.1"
"LT909549","Vac_A1.2"
"JQ685975","Vac_A1.2"
"LN713660","Vac_A1.2"
"LN713552","Vac_B1"
"LN713644","Vac_B1"
"LN713584","Vac_B1"
"LN713550","Vac_B1.1"
"LN713588","Vac_B1.1"
"LN713557","Vac_B1.1"
"U22627","Cosmopolitan AF4_A1"
"MK760770","Cosmopolitan AF4_A1"
"DQ837463","Cosmopolitan AF4_A1"
"GU991842","Cosmopolitan AM1_A1"
"GU991843","Cosmopolitan AM1_A1"
"JX855996","Cosmopolitan AM1_A1"
"JX856031","Cosmopolitan AM1_A1"
"EF152266","Cosmopolitan AM3a_A1"
"EF152275","Cosmopolitan AM3a_A1"
"KR781554","Cosmopolitan AM3a_A1"
"AB263299","Cosmopolitan AM3a_A1.1"
"KX148216","Cosmopolitan AM3a_A1.1"
"AB083793","Cosmopolitan AM3a_A1.1.1"
"AB083794","Cosmopolitan AM3a_A1.1.1"
"AB083795","Cosmopolitan AM3a_A1.1.1"
"AB263292","Cosmopolitan AM3a_A1.1.1"
"EF152276","Cosmopolitan AM3a_A1.2"
"KR781567","Cosmopolitan AM3a_A1.2"
"EF194166","Cosmopolitan AM3a_A1.2"
"AB263328","Cosmopolitan AM3a_A1.2.1"
"AB263341","Cosmopolitan AM3a_A1.2.1"
"KR781561","Cosmopolitan AM3a_A1.3"
"KR781565","Cosmopolitan AM3a_A1.3"
"KR781563","Cosmopolitan AM3a_A1.3"
"AB263313","Cosmopolitan AM3a_B1"
"AB263306","Cosmopolitan AM3a_B1"
"AB083801","Cosmopolitan AM3a_B1"
"AB263294","Cosmopolitan AM3a_B1.1"
"AB263295","Cosmopolitan AM3a_B1.1"
"AB263300","Cosmopolitan AM3a_B1.1"
"AB263315","Cosmopolitan AM3a_B1.1"
"KR781539","Cosmopolitan AM3a_C1"
"KR781549","Cosmopolitan AM3a_C1"
"KR781546","Cosmopolitan AM3a_C1"
"AB263330","Cosmopolitan AM3a_D1"
"AB263332","Cosmopolitan AM3a_D1"
"EF152260","Cosmopolitan AM3a_D1"
"EF152262","Cosmopolitan AM3a_D1"
"EF194160","Cosmopolitan AM3b_A1"
"EF152274","Cosmopolitan AM3b_A1"
"KR781591","Cosmopolitan AM3b_A1"
"EF152231","Cosmopolitan AM3b_A1.1"
"EF152259","Cosmopolitan AM3b_A1.1"
"KR781577","Cosmopolitan AM3b_A1.1"
"EF152251","Cosmopolitan AM3b_A1.1.1"
"EF152248","Cosmopolitan AM3b_A1.1.1"
"KR781585","Cosmopolitan AM3b_A1.1.1"
"AB263345","Cosmopolitan AM3b_B1"
"AB263336","Cosmopolitan AM3b_B1"
"AB263339","Cosmopolitan AM3b_B1"
"AB263340","Cosmopolitan AM3b_B1"
"JQ513550","Cosmopolitan AM4_A1"
"JQ513545","Cosmopolitan AM4_A1"
"JQ513543","Cosmopolitan AM4_A1"
"U43025","Cosmopolitan CA3_A1"
"MK598339","Cosmopolitan CA3_A1"
"MK598338","Cosmopolitan CA3_A1"
"MF572308","Cosmopolitan CA3_A1.1"
"KY382830","Cosmopolitan CA3_A1.1"
"MG996461","Cosmopolitan CA3_A1.1"
"MF572300","Cosmopolitan CA3_A1.1.1"
"MF572309","Cosmopolitan CA3_A1.1.1"
"MF572307","Cosmopolitan CA3_A1.1.1"
