ID,N,gap,Length_before,Length_after,Year,cluster,previous,Country
AY352475,0,1,1354,1353,2004,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,Russia
AY352477,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,Russia
AY352478,0,1,1354,1353,2004,Cosmopolitan CA1_A1,Cosmopolitan CA1,Russia
AY352481,0,1,1354,1353,2004,Cosmopolitan CA1_A1.1,Cosmopolitan CA1,Russia
AY352482,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,Russia
AY352483,0,1,1354,1353,2004,Cosmopolitan CA1_A1.1,Cosmopolitan CA1,Russia
AY352484,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,Russia
AY352485,0,1,1354,1353,2004,Cosmopolitan CA1_A1,Cosmopolitan CA1,Russia
AY352489,0,1,1354,1353,2004,Cosmopolitan CA1_A1,Cosmopolitan CA1,Kazakhstan
AY352490,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,Kazakhstan
AY352491,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,Kazakhstan
AY352492,0,1,1354,1353,2004,Cosmopolitan CA1_A1,Cosmopolitan CA1,Kazakhstan
AY352497,0,1,1354,1353,2004,Cosmopolitan CA2_A1,Cosmopolitan CA2,Georgia
AY500827,0,1,1354,1353,2004,Cosmopolitan AF1a_A1.1,Cosmopolitan AF1a,Ethiopia
AY854504,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854505,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854506,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854507,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854515,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854520,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854524,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854525,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854527,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854529,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854530,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854531,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854534,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854536,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854544,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854545,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854546,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854547,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854548,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854550,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854552,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854554,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854558,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854559,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854560,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854561,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854562,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854564,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854567,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854569,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854573,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854574,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854575,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854576,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854578,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854580,0,1,1354,1353,2005,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,Iran
AY854581,0,1,1354,1353,2005,Cosmopolitan CA2_A1,Cosmopolitan CA2,Iran
AY854582,0,1,1354,1353,2005,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,Iran
AY854583,0,1,1354,1353,2005,Cosmopolitan CA2_A1,Cosmopolitan CA2,Iran
AY854584,0,1,1354,1353,2005,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,Iran
AY854585,0,1,1354,1353,2005,Cosmopolitan_E1,Cosmopolitan ME1a,Iran
AY854586,0,1,1354,1353,2005,Cosmopolitan_B1.1,Cosmopolitan CA1,Iran
AY854589,0,1,1354,1353,2005,Cosmopolitan_A1,Cosmopolitan AM2a,Mexico
AY854591,0,1,1354,1353,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
AY854593,0,1,1354,1353,2005,Cosmopolitan_A1,Cosmopolitan,Mexico
DQ099524,0,230,NA,NA,2005,Cosmopolitan_A1.3.1,Cosmopolitan,NA
DQ099525,0,218,NA,NA,2005,Cosmopolitan_A1.3.1,Cosmopolitan,NA
DQ149104,0,19,1354,1335,2005,Cosmopolitan AM3b_A1,Cosmopolitan,Brazil
DQ666322,0,1,1354,1353,2006,Cosmopolitan_A1.2.2,Cosmopolitan,China
DQ837382,0,4,1354,1350,1997,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837383,0,4,1354,1350,1996,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837384,0,4,1354,1350,2003,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837385,0,4,1354,1350,2004,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837386,0,4,1354,1350,1996,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837387,0,4,1354,1350,2005,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837388,0,4,1354,1350,2000,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837389,0,4,1354,1350,2004,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837390,0,4,1354,1350,2004,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837391,0,4,1354,1350,1995,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837392,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837393,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837394,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837395,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837396,0,4,1354,1350,1998,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837397,0,4,1354,1350,1999,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837398,0,4,1354,1350,1996,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837399,0,4,1354,1350,1998,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837400,0,4,1354,1350,1996,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837401,0,4,1354,1350,1996,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837402,0,4,1354,1350,1999,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837403,0,4,1354,1350,1999,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837404,0,4,1354,1350,1999,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837405,0,4,1354,1350,1999,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837406,0,4,1354,1350,1996,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837407,0,4,1354,1350,1996,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837408,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837409,0,4,1354,1350,2001,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837410,0,4,1354,1350,2003,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837411,0,4,1354,1350,1998,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837412,0,4,1354,1350,2000,Cosmopolitan_D1,Cosmopolitan ME1a,Israel
DQ837413,0,4,1354,1350,2000,Cosmopolitan_D1,Cosmopolitan ME1a,Israel
DQ837414,0,4,1354,1350,2002,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837415,0,4,1354,1350,1998,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837416,0,4,1354,1350,1999,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837417,0,4,1354,1350,1997,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837418,0,4,1354,1350,2004,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837419,0,4,1354,1350,1997,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837420,0,4,1354,1350,2003,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837421,0,4,1354,1350,2000,Cosmopolitan_D1,Cosmopolitan ME1a,Israel
DQ837422,0,4,1354,1350,1999,Cosmopolitan_D1,Cosmopolitan ME1a,Jordan
DQ837424,0,4,1354,1350,1998,Cosmopolitan_D1,Cosmopolitan ME1a,Jordan
DQ837425,0,4,1354,1350,1998,Cosmopolitan_F1.1,Cosmopolitan ME1a,Jordan
DQ837426,0,4,1354,1350,1998,Cosmopolitan_F1.1,Cosmopolitan ME1a,Jordan
DQ837427,0,4,1354,1350,1998,Cosmopolitan_D1,Cosmopolitan ME1a,Jordan
DQ837428,0,4,1354,1350,1998,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837429,0,4,1354,1350,1996,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837432,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837433,0,4,1354,1350,1996,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837434,0,4,1354,1350,1995,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837435,0,4,1354,1350,1999,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837436,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837437,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837438,0,4,1354,1350,1997,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837439,0,4,1354,1350,1997,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837440,0,4,1354,1350,1996,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837442,0,4,1354,1350,1998,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837444,0,4,1354,1350,1997,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837445,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837446,0,4,1354,1350,2000,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837447,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837448,0,4,1354,1350,1998,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837449,0,4,1354,1350,1998,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837450,0,4,1354,1350,2000,Cosmopolitan_D1,Cosmopolitan ME1a,Israel
DQ837451,0,4,1354,1350,2002,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837452,0,4,1354,1350,2004,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837453,0,4,1354,1350,2004,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837454,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837455,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837456,0,4,1354,1350,1999,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837457,0,4,1354,1350,2000,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837458,0,4,1354,1350,1996,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837459,0,4,1354,1350,1999,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837460,0,4,1354,1350,1998,Cosmopolitan_H1.4,Cosmopolitan ME1a,Israel
DQ837464,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837465,0,4,1354,1350,1997,Cosmopolitan_F1.1,Cosmopolitan ME1a,Lebanon
DQ837466,0,4,1354,1350,2002,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837467,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837468,0,4,1354,1350,2006,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837469,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837470,0,4,1354,1350,1998,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837471,0,4,1354,1350,1998,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837472,0,4,1354,1350,1996,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837473,0,4,1354,1350,1997,Cosmopolitan_F1.1,Cosmopolitan ME1a,Israel
DQ837474,0,4,1354,1350,2000,Cosmopolitan CA2_A1,Cosmopolitan CA2,Turkey
DQ837475,0,4,1354,1350,2000,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,Turkey
DQ837476,0,4,1354,1350,2000,Cosmopolitan ME2_A1,Cosmopolitan ME2,Turkey
DQ837477,0,4,1354,1350,2000,Cosmopolitan ME2_A1,Cosmopolitan ME2,Turkey
DQ837478,0,4,1354,1350,2000,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,Turkey
DQ837479,0,4,1354,1350,2000,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,Turkey
DQ837480,0,4,1354,1350,2000,Cosmopolitan ME2_A1,Cosmopolitan ME2,Turkey
DQ837481,0,4,1354,1350,1997,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837482,0,4,1354,1350,2004,Cosmopolitan_H1,Cosmopolitan ME1a,Israel
DQ837483,0,4,1354,1350,1997,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837484,0,4,1354,1350,1995,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ837485,0,4,1354,1350,1996,Cosmopolitan_F1.1.1,Cosmopolitan ME1a,Israel
DQ837486,0,4,1354,1350,2005,Cosmopolitan ME2_C1,Cosmopolitan ME2,Israel
DQ837487,0,4,1354,1350,2004,Cosmopolitan_F1,Cosmopolitan ME1a,Israel
DQ875050,0,133,NA,NA,2006,Cosmopolitan_A1.3.1,Cosmopolitan,China
DQ875051,0,136,NA,NA,2006,Cosmopolitan_A1,Cosmopolitan,China
DQ900547,0,10,1354,1344,1996,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900548,0,46,1354,1308,1996,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900549,0,13,1354,1341,1997,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900550,0,19,1354,1335,1997,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900552,0,13,1354,1341,1997,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900553,0,46,1354,1308,1998,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Tanzania
DQ900554,0,4,1354,1350,1998,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Tanzania
DQ900555,0,19,1354,1335,2001,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Tanzania
DQ900556,0,4,1354,1350,2003,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900557,0,46,1354,1308,1997,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900558,0,10,1354,1344,2004,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900559,0,4,1354,1350,1997,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900560,0,29,1354,1325,1997,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900561,0,22,1354,1332,1994,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Tanzania
DQ900563,0,25,1354,1329,1998,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900564,0,19,1354,1335,1998,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900565,0,15,1354,1339,1999,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900567,0,13,1354,1341,2004,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Tanzania
DQ900568,0,4,1354,1350,2004,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Tanzania
DQ900569,0,4,1354,1350,2004,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
DQ900570,0,4,1354,1350,2003,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,Tanzania
EF152234,0,19,1354,1335,2006,Cosmopolitan AM3b_A1.2.1,Cosmopolitan,Brazil
EF152257,0,19,1354,1335,2006,Cosmopolitan AM3b_A1,Cosmopolitan,Brazil
EF152267,0,19,1354,1335,2006,Cosmopolitan AM3b_A1,Cosmopolitan,Brazil
EF152271,0,19,1354,1335,2006,Cosmopolitan AM3b_A1,Cosmopolitan,Brazil
EF194161,0,19,1354,1335,2007,Cosmopolitan AM3b_A1.2.1,Cosmopolitan,Brazil
EF542830,0,10,NA,NA,2008,Cosmopolitan_A1,Cosmopolitan,Russia
EF614254,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
EF614255,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
EF614256,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
EF614257,0,1,1354,1353,2008,Cosmopolitan_B1.1,Cosmopolitan CA1,Mongolia
EU086161,0,1,1354,1353,2004,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
EU086163,0,1,1354,1353,1987,Cosmopolitan_D1,Cosmopolitan ME1a,Saudi Arabia
EU086199,0,1,1354,1353,1990,Cosmopolitan_D1,Cosmopolitan ME1a,Oman
EU282381,0,1,1354,1353,2007,Cosmopolitan_A1.3.1,Cosmopolitan,China
EU293115,0,135,NA,NA,1991,Cosmopolitan WE_A1,Cosmopolitan WE,France
EU851120,0,1,1354,1353,1995,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851121,0,1,1354,1353,1995,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851122,0,1,1354,1353,1993,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851123,0,1,1354,1353,1993,Cosmopolitan AF1a_A1.2.1,Cosmopolitan AF1a,Spain
EU851124,0,1,1354,1353,1997,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851125,0,1,1354,1353,2002,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851126,0,1,1354,1353,1997,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851127,0,1,1354,1353,1990,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851128,0,1,1354,1353,1996,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU851129,0,1,1354,1353,1985,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Spain
EU853566,0,1,1354,1353,1986,Cosmopolitan AF1a_A1.2.1,Cosmopolitan AF1a,Tunisia
EU853567,0,1,1354,1353,1996,Cosmopolitan AF1a_A1.2.1,Cosmopolitan AF1a,Algeria
EU853568,0,1,1354,1353,1996,Cosmopolitan AF1a_A1.2.1,Cosmopolitan AF1a,Algeria
EU853569,0,1,1354,1353,1990,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Morocco
EU853570,0,1,1354,1353,1991,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Morocco
EU853571,0,1,1354,1353,1991,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Morocco
EU853572,0,1,1354,1353,1986,Cosmopolitan AF1a_A1.2,Cosmopolitan AF1a,Morocco
EU853573,0,1,1354,1353,1986,Cosmopolitan AF1a_A1,Cosmopolitan AF1a,Tunisia
EU853574,0,1,1354,1353,1986,Cosmopolitan AF1a_A1,Cosmopolitan AF1a,Tunisia
EU853575,0,1,1354,1353,1986,Cosmopolitan AF1a_A1,Cosmopolitan AF1a,Tunisia
