"ID","cluster"
"KR906743","AF1b_A1.4"
"KR906744","AF1b_A1.4"
"KR906745","AF1b_A1.1.1"
"KR906746","AF1b_A1.2"
"KR906747","AF1b_A1.2"
"KR906748","AF1b_A1"
"KR906749","AF1b_C1"
"KR906750","AF1b_C1.1"
"KR906751","AF1b_A1.2"
"KR906752","AF1b_A1"
"KR906753","AF1b_C1"
"KR906754","AF1b_C1.1"
"KR906755","AF1b_D1.1.1"
"KR906756","AF1b_B1.1"
"KR906757","AF1b_A1.2"
"KR906758","AF1b_D1.1.1"
"KR906759","AF1b_A1.4"
"KR906760","AF1b_B1.1"
"KR906761","AF1b_C1"
"KR906762","AF1b_C1"
"KR906763","AF1b_A1.1"
"KR906764","AF1b_A1.1"
"KR906765","AF1b_A1.1"
"KR906766","AF1b_A1.1"
"KR906767","AF1b_C1"
"KR906768","AF1b_C1.1"
"KR906769","AF1b_A1.4"
"KR906770","AF1b_A1.4.1"
"KR906771","AF1b_D1.1.1"
"KR906772","AF1b_B1.1"
"KR906773","AF1b_B1.2.1"
"KR906774","AF1b_A1.4"
"KR906775","AF1b_A1.1.1"
"KR906776","AF1b_A1.4.1"
"KR906777","AF1b_A1.4.1"
"KR906778","AF1b_F1"
"KR906779","AF1b_A1.4"
"KR906780","AF1b_B1.2.1"
"KR906781","AF1b_F1"
"KR906782","AF1b_D1"
"KR906783","AF1b_B1"
"KR906784","AF1b_A1.4.1"
"KR906785","AF1b_A1.4"
"KR906786","AF1b_B1"
"KR906787","AF1b_D1.1.1"
"KR906788","AF1b_B1.3"
"KR906789","AF1b_A1.4.1"
"KR906790","AF1b_A1.4"
"KR906791","AF1b_A1.4"
"KR906792","AF1b_B1.3"
"KT336432","AF1b_E1"
"KT336433","AF1b_A1"
"KT336434","AF1b_A1.2"
"KT336435","AF1b_A1.2.1"
"KT336436","AF1b_A1.2.1"
"KT336437","AF1b_A1.2.1"
"KX148103","AF1b_A1"
"KX148203","AF1b_A1.2.1"
"KX148204","AF1b_A1.3.1"
"KX148205","AF1b_A1.1"
"KX148206","AF1b_A1.4"
"KX148207","AF1b_A1.4"
"KX148208","AF1b_A1"
"KY210220","AF1b_B1"
"KY210221","AF1b_B1"
"KY210222","AF1b_B1"
"KY210223","AF1b_A1.4"
"KY210224","AF1b_B1.3"
"KY210225","AF1b_D1.1.1"
"KY210226","AF1b_B1.3"
"KY210227","AF1b_A1.4.1"
"KY210228","AF1b_B1"
"KY210229","AF1b_D1.1"
"KY210230","AF1b_B1.3"
"KY210231","AF1b_D1.1.1"
"KY210232","AF1b_D1.1.1"
"KY210233","AF1b_A1.4.1"
"KY210234","AF1b_D1.1.1"
"KY210235","AF1b_D1.1.1"
"KY210236","AF1b_B1.3"
"KY210237","AF1b_A1.4.1"
"KY210238","AF1b_D1.1"
"KY210239","AF1b_D1.1.1"
"KY210240","AF1b_A1.4.1"
"KY210241","AF1b_D1.1.1"
"KY210242","AF1b_A1.4.1"
"KY210243","AF1b_D1.1.1"
"KY210244","AF1b_B1.3"
"KY210245","AF1b_A1.4"
"KY210246","AF1b_D1.1.1"
"KY210247","AF1b_D1.1.1"
"KY210248","AF1b_B1.3"
"KY210249","AF1b_D1.1.1"
"KY210250","AF1b_D1.1.1"
"KY210251","AF1b_D1.1.1"
"KY210252","AF1b_A1.4"
"KY210253","AF1b_A1.4"
"KY210254","AF1b_A1.4"
"KY210255","AF1b_A1.4"
"KY210256","AF1b_A1.4"
"KY210257","AF1b_A1.4.1"
"KY210258","AF1b_D1.1.1"
"KY210259","AF1b_D1"
"KY210260","AF1b_D1.1.1"
"KY210261","AF1b_A1.4.1"
"KY210262","AF1b_B1.3"
"KY210263","AF1b_A1.4"
"KY210264","AF1b_A1.4"
"KY210265","AF1b_B1.3"
"KY210266","AF1b_A1.4"
"KY210267","AF1b_B1.1"
"KY210268","AF1b_F1"
"KY210269","AF1b_A1.4.1"
"KY210270","AF1b_A1.4.1"
"KY210271","AF1b_D1.1.1"
"KY210272","AF1b_D1.1.1"
"KY210273","AF1b_B1.3"
"KY210274","AF1b_A1.4.1"
"KY210275","AF1b_A1.1.1"
"KY210276","AF1b_B1.3"
"KY210277","AF1b_A1.4.1"
"KY210278","AF1b_F1"
"KY210279","AF1b_A1.4.1"
"KY210280","AF1b_A1.4"
"KY210281","AF1b_A1.4"
"KY210282","AF1b_A1.4"
"KY210283","AF1b_A1.4.1"
"KY210284","AF1b_A1.4.1"
"KY210285","AF1b_A1.4"
"KY210286","AF1b_B1.2.1"
"KY210287","AF1b_F1"
"KY210288","AF1b_F1"
"KY210289","AF1b_D1.1.1"
"KY210290","AF1b_D1.1.1"
"KY210291","AF1b_D1.1"
"KY210292","AF1b_D1.1.1"
"KY210293","AF1b_D1.1.1"
"KY210294","AF1b_A1.4.1"
"KY210295","AF1b_F1"
"KY210296","AF1b_F1"
"KY210297","AF1b_B1.3"
"KY210298","AF1b_B1.3"
"KY210299","AF1b_D1.1.1"
"KY210300","AF1b_D1.1.1"
"KY210301","AF1b_D1.1.1"
"KY210302","AF1b_D1.1.1"
"KY210303","AF1b_B1.3"
"KY210304","AF1b_A1.4.1"
"KY210305","AF1b_B1.3"
"KY210306","AF1b_A1.4"
"KY210307","AF1b_D1.1.1"
"KY210308","AF1b_B1.2.1"
"KY210309","AF1b_A1.4"
"KY210310","AF1b_A1.4.1"
"KY210311","AF1b_A1.4"
"LC029889","AF1b_A1.1"
"LT909528","AF1b_A1.4"
"LT909534","AF1b_A1.4"
"LT909536","AF1b_A1.1.1"
"MG458318","AF1b_A1.2.1"
"MN726802","AF1b_B1.2"
"MN726803","AF1b_A1.1.1"
"MN726804","AF1b_C1.1"
"MN726807","AF1b_B1.2"
"MN726808","AF1b_B1.2"
"MN726809","AF1b_B1.2"
"MN726811","AF1b_B1.1.1"
"MN726814","AF1b_A1.4"
"MN726815","AF1b_F1"
"MN726816","AF1b_A1.4"
"MN726817","AF1b_B1.2"
"MN726818","AF1b_B1.2"
"MN726820","AF1b_B1.2"
"MN726821","AF1b_A1.4"
"MN726822","AF1b_B1.1.1"
"MN726823","AF1b_B1.2"
"MN726824","AF1b_C1.1"
"MN726825","AF1b_F1"
"MN726826","AF1b_C1.1"
"MN726827","AF1b_C1.1"
"MN726828","AF1b_B1.2"
"MN726829","AF1b_A1.4"
"MN726831","AF1b_A1.4"
"MN726832","AF1b_B1.1.1"
"MN726833","AF1b_A1.4"
"MN726835","AF1b_B1.2"
"MT454631","AF1b_E1.1"
"MT454632","AF1b_A1.3"
"MT454633","AF1b_A1.3"
"MT454634","AF1b_E1.1"
"MT454635","AF1b_E1"
"MT454636","AF1b_E1.1"
"MT454637","AF1b_E1.1"
"MT454638","AF1b_A1.3"
"MT454639","AF1b_E1.1"
"MT454640","AF1b_A1.3"
"MT454641","AF1b_E1.1"
"MT454642","AF1b_A1.3"
"MT454643","AF1b_A1.3.1"
"MT454644","AF1b_A1.2"
"MT454645","AF1b_A1.3.1"
"MT454646","AF1b_A1.3.1"
"MT454647","AF1b_A1.3.1"
"MT454648","AF1b_E1.1"
"MT454649","AF1b_A1.3.1"
"MT454650","AF1b_A1.3.1"
"MT454651","AF1b_A1.3.1"
"MT454652","AF1b_E1.1"
"MT454653","AF1b_E1.1"
"MT454654","AF1b_E1.1"
"KX148209","C1"
"KX148210","C1"
"KX148211","C1"
"KF154998","D1.1"
"KX148101","D1.1"
"MG458315","D1.1"
"MG458316","D1.1"
"MG458317","D1.1"
"MK760768","D1.1"
"MK760769","D1.1"
"MK760770","D1.1"
"AB645847","D1"
"JQ685944","D1"
"JQ685967","D1"
"KX148213","D1"
"HQ450386","AM2a_A1"
"KT006769","AM2a_A1"
"KX148102","AM2a_A1"
"KX148110","AM2a_A1"
"KX148111","AM2a_A1"
"KX148112","AM2a_A1"
"KX708502","AM2a_A1"
"KX708503","AM2a_A1"
"KX708504","AM2a_A1"
"LT909544","AM2a_A1"
"JQ685899","D1.1.1"
"JQ685943","D1.1.1"
"AB517659","D1.1.2"
"KC737850","D1.1.2"
"KX148214","D1.1.2"
"KX148215","D1.1.2"
"KX148216","D1.1.2"
"AB362483","D1.1.2"
"AB517660","D1.1.2"
"KM594039","D1.1.2"
"KX148217","D1.1.2"
"JQ685894","D1.1"
"JQ685970","D1.1"
"JQ944705","CA1_A1.1"
"KC252633","CA1_A1"
"KC595280","CA1_A1.1"
"KC595281","CA1_A1.1"
"KC595282","CA1_A1.1"
"KC595283","CA1_A1.1"
"KM016899","CA1_A1"
"KP997032","CA1_A1.1"
"KT728348","CA1_A1.1.1"
"KT728349","CA1_A1.1.1"
"KX148159","CA1_B1"
"KY649620","CA1_A1"
"MF172976","CA1_A1"
"MF197741","CA1_A1.1"
"MH267792","CA1_A1"
"MK760700","CA1_B1"
"MK760706","CA1_B1"
"MK760707","CA1_B1"
"MK760712","CA1_B1"
"MK760723","CA1_B1"
"MK760731","CA1_B1"
"MK760734","CA1_B1"
"MK760744","CA1_B1"
"MK760753","CA1_B1"
"MK760755","CA1_B1"
"JQ944706","CA2_A1.1"
"KF155000","CA2_A1.1"
"KX148212","CA2_A1"
"KY860610","CA2_A1.1"
"MK760675","CA2_A1.1.1"
"MK760676","CA2_A1.1.1"
"MK760679","CA2_A1.1.1"
"MK760682","CA2_A1.1.1"
"MK760684","CA2_A1.1.1"
"MK760690","CA2_A1.1.1"
"MK760747","CA2_A1.1.1"
"MK760756","CA2_A1.1.1"
"MK760757","CA2_A1.1.1"
"MK760760","CA2_A1.1.1"
"MK760766","CA2_A1"
"JQ944708","B1.1.1"
"KX148160","B1.1.1"
"MK598338","B1.1.1"
"MK598339","B1.1.1"
"MK598340","B1.1.1"
"MK598341","B1.1.1"
"MK598342","B1.1.1"
"KX148113","CE_A1"
"KX148114","CE_A1"
"KX148115","CE_A1"
"KX148116","CE_A1"
"KX148117","CE_A1"
"KX148118","CE_A1"
"KX148119","CE_A1"
"KX148120","CE_A1"
"KX148121","CE_A1"
"KX148122","CE_A1"
"KX148123","CE_A1"
"KX148124","CE_A1"
"LT909547","CE_A1"
"MF197742","CE_A1"
"MG458306","CE_A1"
"KX148136","EE_A1.1.1"
"KX148137","EE_A1.1.1"
"KX148138","EE_A1.1.1"
"KX148139","EE_A1.1.1"
"KX148140","EE_A1.1.1"
"KX148141","EE_A1.1.1"
"KX148142","EE_A1.1.1"
"KX148143","EE_A1"
"KX148144","EE_A1.1"
"KX148145","EE_A1.1"
"MG458311","EE_A1.1.1"
"MK598343","EE_A1.1.1"
"MK598344","EE_A1.1.1"
"MK598345","EE_A1.1.1"
"MK598398","EE_A1"
"KX148168","ME1a_A1.1.2"
"KX148169","ME1a_A1.1.2"
"KX148170","ME1a_A1.1.2"
"KX148171","ME1a_A1.1.2"
"KX148172","ME1a_A1.1.2"
"KX148173","ME1a_A1.1.2"
"KX148174","ME1a_A1.1.2"
"KX148175","ME1a_A1.1.2"
"KX148176","ME1a_A1.1.2"
"KX148177","ME1a_A1.1.4"
"KX148178","ME1a_A1.1.4"
"KX148179","ME1a_A1.1.4"
"KX148180","ME1a_A1.1.4"
"KX148181","ME1a_A1.1.4"
"KX148182","ME1a_A1.1.4"
"KX148183","ME1a_A1.1.4"
"KX148184","ME1a_A1.1.4"
"KX148185","ME1a_B1.1.1"
"KX148186","ME1a_A1.1.3"
"KX148187","ME1a_A1.1"
"KX148188","ME1a_A1.1"
"KX148189","ME1a_A1.1"
"KX148190","ME1a_A1.1"
"KY860604","ME1a_A1.1.4"
"KY860605","ME1a_A1.1.4"
"KY860606","ME1a_A1"
"KY860611","ME1a_A1"
"LT909526","ME1a_A1.1.1"
"LT909533","ME1a_A1.1.2"
"LT909540","ME1a_A1.1.2"
"MK760667","ME1a_A1.1.3"
"MK760668","ME1a_A1.1.3"
"MK760669","ME1a_B1"
"MK760670","ME1a_C1.1.1"
"MK760671","ME1a_D1"
"MK760672","ME1a_A1.1.3"
"MK760673","ME1a_A1.1.1"
"MK760674","ME1a_C1.1.1"
"MK760677","ME1a_C1"
"MK760678","ME1a_A1.1.3"
"MK760680","ME1a_A1.1"
"MK760681","ME1a_B1.1"
"MK760683","ME1a_B1.1"
"MK760685","ME1a_C1.1.2"
"MK760686","ME1a_A1.1.3"
"MK760687","ME1a_A1.1"
"MK760688","ME1a_A1.1.3"
"MK760689","ME1a_C1.1"
"MK760691","ME1a_A1.1"
"MK760692","ME1a_A1.1.3"
"MK760693","ME1a_C1.1.2"
"MK760694","ME1a_C1.1.1"
"MK760695","ME1a_B1.1.1"
"MK760696","ME1a_D1"
"MK760697","ME1a_B1.1"
"MK760698","ME1a_C1.1"
"MK760699","ME1a_D1"
"MK760701","ME1a_C1"
"MK760703","ME1a_C1.1.2"
"MK760704","ME1a_D1"
"MK760705","ME1a_C1.1"
"MK760708","ME1a_C1.1.2"
"MK760709","ME1a_A1.1.3"
"MK760710","ME1a_A1.1.1"
"MK760713","ME1a_C1.1.2"
"MK760715","ME1a_B1.1.1"
"MK760716","ME1a_C1.1"
"MK760719","ME1a_A1.1"
"MK760720","ME1a_D1"
"MK760721","ME1a_C1.1.2"
"MK760722","ME1a_C1.1"
"MK760724","ME1a_C1.1.1"
"MK760725","ME1a_C1.1.2"
"MK760726","ME1a_D1"
"MK760727","ME1a_A1.1.3"
"MK760728","ME1a_A1.1.3"
"MK760732","ME1a_C1.1.2"
"MK760733","ME1a_C1.1.2"
"MK760736","ME1a_C1.1.1"
"MK760737","ME1a_C1.1.1"
"MK760738","ME1a_D1"
"MK760739","ME1a_A1.1.3"
"MK760740","ME1a_C1.1.1"
"MK760741","ME1a_D1"
"MK760742","ME1a_B1.1.1"
"MK760745","ME1a_D1"
"MK760748","ME1a_C1.1.2"
"MK760749","ME1a_C1.1.2"
"MK760750","ME1a_C1.1"
"MK760751","ME1a_B1"
"MK760752","ME1a_C1.1.2"
"MK760754","ME1a_D1"
"MK760758","ME1a_D1"
"MK760759","ME1a_B1"
"MK760762","ME1a_C1.1.2"
"MK760763","ME1a_B1.1"
"MK760764","ME1a_A1.1.3"
"MK760765","ME1a_C1.1.2"
"MK760767","ME1a_C1.1.2"
"MN534896","ME1a_A1.1.2"
"MN534897","ME1a_A1.1.2"
"KX148191","B1.2"
"KX148192","B1.2"
"KX148162","ME2_A1"
"KX148163","ME2_A1"
"KX148164","ME2_A1"
"KX148165","ME2_A1"
"KX148166","ME2_A1"
"KX148167","ME2_A1"
"KY860583","ME2_B1"
"KY860584","ME2_B1"
"KY860585","ME2_B1"
"KY860586","ME2_B1"
"KY860587","ME2_B1"
"KY860588","ME2_B1"
"KY860589","ME2_B1.1.1"
"KY860590","ME2_B1"
"KY860591","ME2_B1.1.1"
"KY860592","ME2_B1.1"
"KY860593","ME2_B1.1"
"KY860594","ME2_B1.1.1"
"KY860595","ME2_B1"
"KY860596","ME2_B1.1.1"
"KY860597","ME2_B1.1.1"
"KY860598","ME2_B1.1.1"
"KY860599","ME2_B1.1.1"
"KY860600","ME2_B1.1.1"
"KY860601","ME2_B1.1.1"
"KY860602","ME2_B1.1.1"
"KY860603","ME2_B1"
"KY860607","ME2_A1.1.1"
"KY860608","ME2_A1.1.1"
"KY860609","ME2_A1"
"KY860612","ME2_A1.1"
"MK760711","ME2_A1.1"
"MK760714","ME2_A1.1"
"MK760717","ME2_A1.1"
"MK760718","ME2_A1.1"
"MK760730","ME2_A1.1"
"MK760743","ME2_A1.1"
"MK760746","ME2_A1.1"
"JQ944704","NEE_A1.1.2"
"KF154997","NEE_A1.1.2"
"KX148146","NEE_A1.1.2"
"KX148147","NEE_A1.1.2"
"KX148148","NEE_A1.1.2"
"KX148149","NEE_A1.1.2"
"KX148150","NEE_A1.1.2"
"KX148151","NEE_A1.1"
"KX148152","NEE_A1.1"
"KX148153","NEE_A1.1"
"KX148154","NEE_A1.1"
"KX148155","NEE_A1"
"KX148156","NEE_A1"
"KX148157","NEE_A1"
"KX148158","NEE_A1"
"LT909532","NEE_A1.1.2"
"LT909537","NEE_A1.1.2"
"LT909538","NEE_A1.1.2"
"MF197743","NEE_A1.1.1"
"MK598346","NEE_A1.1.1"
"MK598347","NEE_A1.1.1"
"MK598348","NEE_A1.1.1"
"MK598349","NEE_A1.1.1"
"MK598350","NEE_A1.1.1"
"MK598351","NEE_B1"
"MK598352","NEE_B1"
"MK598353","NEE_B1"
"MK598354","NEE_B1"
"MK598355","NEE_B1"
"MK598356","NEE_B1"
"MK598357","NEE_B1"
"MK598358","NEE_B1"
"MK598359","NEE_B1"
"MK598360","NEE_B1"
"MK598361","NEE_B1"
"MK598362","NEE_B1"
"MK598363","NEE_B1"
"MK598364","NEE_B1"
"MK598365","NEE_B1"
"MK598366","NEE_B1"
"MK598367","NEE_B1"
"MK598368","NEE_B1"
"MK598369","NEE_B1"
"MK598370","NEE_B1"
"MK598371","NEE_B1"
"MK598372","NEE_B1"
"MK598373","NEE_B1"
"MK598374","NEE_B1"
"MK598375","NEE_B1"
"MK598376","NEE_B1"
"MK598377","NEE_B1"
"MK598378","NEE_B1"
"MK598379","NEE_B1"
"MK598380","NEE_C1"
"MK598381","NEE_A1.1.1"
"MK598382","NEE_C1"
"MK598383","NEE_C1"
"MK598384","NEE_C1"
"MK598385","NEE_C1"
"MK598386","NEE_C1"
"MK598387","NEE_C1"
"MK598388","NEE_C1"
"MK598389","NEE_C1"
"MK598390","NEE_C1"
"MK598391","NEE_C1"
"MK598392","NEE_C1"
"MK598393","NEE_C1"
"MK598394","NEE_C1"
"MK598395","NEE_C1"
"MK598396","NEE_C1"
"MK598397","NEE_C1"
"EU293115","WE_A1"
"KX148125","WE_A1"
"KX148126","WE_A1"
"KX148127","WE_A1"
"KX148128","WE_A1"
"KX148129","WE_A1"
"KX148130","WE_A1"
"KX148131","WE_A1"
"KX148132","WE_A1"
"KX148133","WE_A1"
"KX148134","WE_A1"
"KX148135","B1.1"
"LN879481","WE_A1"
"MG458310","WE_A1"
"KX148104","B1"
"MG458309","B1"
"KX148161","B1.1"
